"hunt_code","boundary_id","hunt_name","species","hunt_class","hunt_type","draw_family","weapon","sex_type","youth_flag","eligibility_class","season","permits_2025_res","permits_2025_nr","permits_2025_total","avg_points_2025","hunters_2025","harvest_2025","success_percent_2025","avg_days_2025","satisfaction_2025","access_type","permits_2026_res","permits_2026_nr","permits_2026_total","permit_status","permit_allocation_type","permit_source_authority","permit_note","has_harvest","has_bonus_draw","has_antlerless_draw","source_file","permit_overlay_source","source_authority","data_status","permits_2025_draw_res","permits_2025_draw_nr","draw_2025_bg_pdf_page","draw_2025_bg_report_page","draw_2025_type","draw_2025_species_section","permits_2025_draw_total","huntCode","code","title","unitName","unitCode","boundaryId","boundary_id_numeric","boundary_token","resolvedBoundaryIds"
"DB1514","609","Ogden","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","296.0","59.0","19.9","9.3","3.3","Public","540","","540","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1514","DB1514","Ogden","Ogden","609","609","609","609","609"
"DB1516","634","Panguitch Lake","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","384.0","141.0","36.7","8.5","3.7","Public","500","","500","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1516","DB1516","Panguitch Lake","Panguitch Lake","634","634","634","634","634"
"DB1517","636","Pine Valley","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","434.0","115.0","26.5","8.5","3.5","Public","600","","600","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1517","DB1517","Pine Valley","Pine Valley","636","636","636","636","636"
"DB1518","455","Boulder/Kaiparowits","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","378.0","121.0","32.0","7.2","3.5","Public","720","","720","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1518","DB1518","Boulder/Kaiparowits","Boulder/Kaiparowits","455","455","455","455","455"
"DB1519","633","Fishlake","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","219.0","56.0","25.6","7.0","3.4","Public","260","","260","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1519","DB1519","Fishlake","Fishlake","633","633","633","633","633"
"DB1521","618","San Juan, Abajo Mtns","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","412.0","155.0","37.6","6.4","3.8","Public","560","","560","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1521","DB1521","San Juan, Abajo Mtns","San Juan, Abajo Mtns","618","618","618","618","618"
"DB1522","614","Vernal/Bonanza","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","327.0","129.0","39.4","10.2","3.3","Public","420","","420","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1522","DB1522","Vernal/Bonanza","Vernal/Bonanza","614","614","614","614","614"
"DB1523","613","Yellowstone","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","205.0","62.0","30.2","10.4","3.4","Public","280","","280","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1523","DB1523","Yellowstone","Yellowstone","613","613","613","613","613"
"DB1524","625","Southwest Desert","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","64.0","11.0","17.2","8.1","3.2","Public","100","","100","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1524","DB1524","Southwest Desert","Southwest Desert","625","625","625","625","625"
"DB1525","621","Wasatch Mtns, East","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","789.0","160.0","20.3","8.0","3.4","Public","1300","","1300","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1525","DB1525","Wasatch Mtns, East","Wasatch Mtns, East","621","621","621","621","621"
"DB1526","620","Wasatch Mtns, West","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","900.0","163.0","18.1","8.4","3.4","Public","1580","","1580","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1526","DB1526","Wasatch Mtns, West","Wasatch Mtns, West","620","620","620","620","620"
"DB1529","635","Zion","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","405.0","157.0","38.8","7.6","3.6","Public","675","","675","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1529","DB1529","Zion","Zion","635","635","635","635","635"
"DB1600","69","Chalk Creek","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","352.0","66.0","18.8","8.1","3.3","Public","440","","440","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1600","DB1600","Chalk Creek","Chalk Creek","69","69","69","69","69"
"DB1604","276","East Canyon","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","238.0","37.0","15.5","8.8","3.4","Public","380","","380","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1604","DB1604","East Canyon","East Canyon","276","276","276","276","276"
"DB1608","117","Morgan-South Rich","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","223.0","31.0","13.9","8.5","3.0","Public","320","","320","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1608","DB1608","Morgan-South Rich","Morgan-South Rich","117","117","117","117","117"
"DB1611","685","Beaver, East","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","258.0","76.0","29.5","7.6","3.4","Public","440","","440","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1611","DB1611","Beaver, East","Beaver, East","685","685","685","685","685"
"DB1614","672","Beaver, West","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","85.0","24.0","28.2","9.5","3.7","Public","130","","130","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1614","DB1614","Beaver, West","Beaver, West","672","672","672","672","672"
"DB1617","926","West Desert, Swasey","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","55.0","21.0","38.2","9.1","3.6","Public","80","","80","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1617","DB1617","West Desert, Swasey","West Desert, Swasey","926","926","926","926","926"
"DB1620","927","Oquirrh/Tintic","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","310.0","84.0","27.1","8.9","3.4","Public","450","","450","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1620","DB1620","Oquirrh/Tintic","Oquirrh/Tintic","927","927","927","927","927"
"DB1623","925","Cedar/Stansbury","Deer","General Season","General Season","NONE","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","","","","","155.0","40.0","25.8","7.9","3.6","Public","250","","250","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1623","DB1623","Cedar/Stansbury","Cedar/Stansbury","925","925","925","925","925"
"DB1770","607","Box Elder","Deer","General Season","General Season","NONE","Dedicated Hunter","Buck","False","STANDARD","Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026","","","","","78.0","29.0","37.2","9.9","3.6","Public","688","","688","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1770","DB1770","Box Elder","Box Elder","607","607","607","607","607"
"DB1771","29","Cache","Deer","General Season","General Season","NONE","Dedicated Hunter","Buck","False","STANDARD","Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026","","","","","281.0","65.0","23.1","9.9","3.1","Public","588","","588","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1771","DB1771","Cache","Cache","29","29","29","29","29"
"DB1772","619","Manti/San Rafael","Deer","General Season","General Season","NONE","Dedicated Hunter","Buck","False","STANDARD","Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026","","","","","1001.0","392.0","39.2","9.7","3.3","Public","573","","573","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1772","DB1772","Manti/San Rafael","Manti/San Rafael","619","619","619","619","619"
"DB1773","616","Nebo","Deer","General Season","General Season","NONE","Dedicated Hunter","Buck","False","STANDARD","Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026","","","","","518.0","205.0","39.6","10.2","3.3","Public","349","","349","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1773","DB1773","Nebo","Nebo","616","616","616","616","616"
"DB1775","804","Fillmore","Deer","General Season","General Season","NONE","Dedicated Hunter","Buck","False","STANDARD","Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026","","","","","284.0","123.0","43.3","10.6","3.6","Public","42","","42","TOTAL_ONLY","GENERAL_SEASON_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.","True","False","False","buck_deer.xlsx","2026_deer_general_season.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","DB1775","DB1775","Fillmore","Fillmore","804","804","804","804","804"
